,title,abstract,paragraph,pub_date
999,HOUSE DEMOCRATS SUPPORT ABORTION IN HEALTH PLANS,"  Escalating a long-simmering struggle, more than a fourth of the Democrats in the House served notice on their leadership today of their ""strong commitment"" to covering abortion services in any national health plan.   Their signal came in a letter to Representative Thomas S. Foley of Washington, the Speaker of the House. It was signed by about 70 Democrats -- the number was still inching up at the end of the day -- and it strongly suggested that their support for a health care bill would depend on whether it covers abortion.","Escalating a long-simmering struggle, more than a fourth of the Democrats in the House served notice on their leadership today of their ""strong commitment"" to covering abortion services in any national health plan.",1994-07-14T05:00:00+0000
1000,China tackles abortion issue,,,2005-02-28T05:00:00+0000
1001,Franks Urges Notification on Abortions,"Bob Franks, running for New Jersey governor as Republican who supports abortion rights, urges State Legislature to approve amendment to State Constitution that would require parental notification for minors seeking abortions; photo (M)","Bob Franks, running for governor as a Republican who supports abortion rights, urged the State Legislature today to approve an amendment to the State Constitution that would require parental notification for minors seeking abortions.",2001-06-13T05:00:00+0000
1002,Abortion Reform Defeat,deploring NYS Assembly rejection of reform bill,,1968-04-06T05:00:00+0000
1003,"With Abortion Largely Banned in Texas, an Oklahoma Clinic Is Inundated","The new law prohibits abortions after about six weeks, a very early stage of pregnancy. Many women are now traveling out of state for the procedure.","OKLAHOMA CITY — On a windy Tuesday morning, the parking lot outside a small brick building on the Southside of Oklahoma City was filling up fast. The first to arrive, a red truck shortly before 8 a.m., was from Texas. So was the second and the third.",2021-09-26T09:00:13+0000
1004,The Law; Review of Abortion,article on conf sees eventual changes in US laws so minor that they will remain among world's most restrictive,,1967-09-10T05:00:00+0000
1005,"Nixon on Abortion, Vietnam and Jews","Newly released archival materials from a portion of the Nixon White House years reveal his views on the Supreme Court's decision, as well as how to treat those ensnared in the Watergate scandal.","The Times's Charlie Savage has been mining the latest recordings and documents that were made public this Tuesday morning by the Nixon Presidential Library, which is part of the National Archives.",2009-06-23T19:27:52+0000
1006,India to Act on Abortion,India to liberalize laws,,1968-08-11T05:00:00+0000
1007,Abortion Battle Shifts to Clinic in Nebraska,A Nebraska doctor has taken up the cause of late-term abortions from his slain colleague George R. Tiller.,"BELLEVUE, Neb.  The national battle over abortion, for decades firmly planted outside the Kansas clinic of Dr. George R. Tiller, has erupted here in suburban Omaha, where a longtime colleague has taken up the cause of late-term abortions.",2009-12-04T00:52:19+0000
1008,German Court Fines Two Gynecologists for Abortion Ad,The doctors used words like “anesthesia free” to describe the procedure on their website. A judge said that violated a Nazi-era law.,"BERLIN — Two German gynecologists have been fined by a Berlin judge for promoting abortion services on their website, running afoul of a Nazi-era law that makes it a crime to advertise the procedure in detail.",2019-06-15T13:40:24+0000
1009,The U.S. and abortion : LETTERS TO THE EDITOR,"Regarding the report ""U.S. presses fight on abortion at UN family planning talks"" (Dec. 16):. As the Bush administration frantically tries to drum up international support to intensify its war on terrorism, the White House simultaneously seeks t","Regarding the report ""U.S. presses fight on abortion at UN family planning talks"" (Dec. 16):",2002-12-27T05:00:00+0000
1010,THE SUPREME COURT: ABORTION RIGHTS;HIGH COURT BACKS LIMITS ON PROTEST AT ABORTION CLINIC,"The Supreme Court today upheld the core of a Florida state court injunction intended to keep disruptive protesters from blocking access to an abortion clinic. The 6-to-3 ruling, written by Chief Justice William H. Rehnquist, was greeted with relief by abortion rights groups and with sharp disappointment by abortion opponents.         Balancing the right of patients and employees to unimpeded access to the abortion clinic against the protesters' right to free speech, the Court upheld a buffer zone of about 36 feet around the clinic in Melbourne, Fla., that kept protesters away from the entrance and parking lot and off a public right-of-way. Chief Justice Rehnquist said the buffer zone ""burdens no more speech than necessary to accomplish the governmental interest at stake."" Under the same analysis, the Court also upheld a ban on excessive noise during the clinic's operating hours, finding the restrictions justified by the need to ""insure the health and well-being of the patients at the clinic."" [Excerpts, page A16.]   ","The Supreme Court today upheld the core of a Florida state court injunction intended to keep disruptive protesters from blocking access to an abortion clinic. The 6-to-3 ruling, written by Chief Justice William H. Rehnquist, was greeted with relief by abortion rights groups and with sharp disappointment by abortion opponents.",1994-07-01T05:00:00+0000
